Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Are you male or female?,How old are you?,Are you?,,How would you describe your role?,,What would make you feel happier at work?,,,,,,"In the last month, how often have you felt...",,,,,,"In the last month, has anything happened to make you feel more positive about your working life? ",," In the last month, has anything happened to make you feel less positive about your working life?",,How do you think Brexit will affect your current employment?,
6708081438,169394296,02/21/2018 03:03:13 AM,02/21/2018 03:06:44 AM,213.205.242.6,,,,,Male,30 - 49,Employed,,Team Leader / Manager,,,,More money,,,,Rarely / Not very often,Sometimes,Sometimes,Sometimes,Almost Never,Rarely / Not very often,No,,Yes,My boss has lost enthusiasm as a result of too much extra pressure on him. That filters down to me as his team leader.,In a negative way,
6708059917,169394296,02/21/2018 02:47:56 AM,02/21/2018 02:51:13 AM,213.133.132.188,,,,,Male,18 - 29,Employed,,Team Leader / Manager,,Instant benefits like cinema and retail discounts,"Longer term benefits like life insurance, health insurance and hospital plans",More money,More recognition from management and colleagues,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",Professional qualifications,Quite often,Quite often,Quite often,Quite often,Sometimes,Quite often,No,,No,,In a negative way,
6708051192,169394296,02/21/2018 02:41:34 AM,02/21/2018 02:42:04 AM,149.254.234.165,,,,,Male,Under 18,Other,Volunteering and school,,,,,,,,,,,,,,,,,,,,
6708013945,169394296,02/21/2018 02:16:36 AM,02/21/2018 02:19:04 AM,82.132.247.76,,,,,Male,18 - 29,Employed,,Frontline Employee / Team Member,,,,More money,More recognition from management and colleagues,,Additional staff and equipment,Quite often,Quite often,Quite often,Most of the time,Most of the time,Sometimes,No,,Yes,Unreasonable expectations from management. Blaming systemic failings to deliver service on frontline staff,Other (please specify),"I really hope they don't privatise more of the NHS. If they do, I'll probably leave my field."
6707991827,169394296,02/21/2018 02:01:55 AM,02/21/2018 02:02:19 AM,94.6.239.96,,,,,Male,30 - 49,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6707982067,169394296,02/21/2018 01:55:41 AM,02/21/2018 01:55:59 AM,86.165.227.149,,,,,Male,30 - 49,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6707972918,169394296,02/21/2018 01:49:31 AM,02/21/2018 01:51:02 AM,176.254.15.221,,,,,Male,30 - 49,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,Instant benefits like cinema and retail discounts,,,,,,Sometimes,Quite often,Sometimes,Quite often,Sometimes,Sometimes,No,,No,,I don't know,
6707914091,169394296,02/21/2018 01:12:43 AM,02/21/2018 01:14:35 AM,5.69.206.50,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,Instant benefits like cinema and retail discounts,"Longer term benefits like life insurance, health insurance and hospital plans",,,,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Quite often,Yes,,No,,I don't know,
6707906290,169394296,02/21/2018 01:07:58 AM,02/21/2018 01:09:09 AM,86.171.41.167,,,,,Male,18 - 29,Employed,,Team Leader / Manager,,Instant benefits like cinema and retail discounts,"Longer term benefits like life insurance, health insurance and hospital plans",More money,,,,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,Sometimes,Sometimes,No,,No,,I don't know,
6707902619,169394296,02/21/2018 01:05:36 AM,02/21/2018 01:05:55 AM,90.197.205.182,,,,,Male,18 - 29,Other,Student,,,,,,,,,,,,,,,,,,,,
6707898773,169394296,02/21/2018 01:03:21 AM,02/21/2018 01:05:43 AM,213.205.253.189,,,,,Male,18 - 29,Other,Agency,Frontline Employee / Team Member,,,"Longer term benefits like life insurance, health insurance and hospital plans",More money,,,Blank,Rarely / Not very often,Rarely / Not very often,Almost Never,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,No,,No,,I don't know,
6707898421,169394296,02/21/2018 01:03:06 AM,02/21/2018 01:03:26 AM,91.125.74.29,,,,,Male,Under 18,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6707895799,169394296,02/21/2018 01:01:17 AM,02/21/2018 01:06:28 AM,82.35.140.20,,,,,Male,30 - 49,Employed,,Team Leader / Manager,,,,More money,,,,Rarely / Not very often,Sometimes,Quite often,Most of the time,Quite often,Most of the time,No,,No,,I don't know,
6707889342,169394296,02/21/2018 12:57:30 AM,02/21/2018 12:59:45 AM,143.167.224.173,,,,,Male,18 - 29,Employed,,Frontline Employee / Team Member,,,,More money,,,,Sometimes,Most of the time,Quite often,Quite often,Rarely / Not very often,Quite often,No,,No,,I don't know,
6707888937,169394296,02/21/2018 12:57:13 AM,02/21/2018 12:59:29 AM,78.149.201.163,,,,,Male,18 - 29,Employed,,Frontline Employee / Team Member,,,,,,,Seeing and talking to colleagues,Quite often,Quite often,Most of the time,Quite often,Quite often,Sometimes,No,,No,,I don't know,
6707887110,169394296,02/21/2018 12:55:40 AM,02/21/2018 12:56:31 AM,82.132.245.65,,,,,Male,30 - 49,Employed,,,,,,,,,,,,,,,,,,,,,
6707866401,169394296,02/21/2018 12:43:57 AM,02/21/2018 12:46:28 AM,146.199.108.217,,,,,Male,50+,Employed,,Frontline Employee / Team Member,,Instant benefits like cinema and retail discounts,"Longer term benefits like life insurance, health insurance and hospital plans",More money,More recognition from management and colleagues,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,Sometimes,Sometimes,Sometimes,Yes,Customers very grateful for what I’ve done.,Yes,Rude and angry customers,I don't know,
6707857484,169394296,02/21/2018 12:38:22 AM,02/21/2018 12:41:23 AM,90.217.58.84,,,,,Female,30 - 49,Other,Mother,Director / Company Owner,,,,More money,,,,Quite often,Most of the time,Sometimes,Sometimes,Quite often,Most of the time,No,,No,,In a positive way,
6707834801,169394296,02/21/2018 12:25:16 AM,02/21/2018 12:28:28 AM,89.242.17.156,,,,,Male,30 - 49,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,,,,,,Shorter working day,Quite often,Most of the time,Most of the time,Sometimes,Most of the time,Sometimes,Yes,My team really came together working 20 hours a day for 2 days in a row.,No,,In a negative way,
6707830884,169394296,02/21/2018 12:23:09 AM,02/21/2018 12:25:03 AM,213.205.192.155,,,,,Male,30 - 49,Employed,,Frontline Employee / Team Member,,,,More money,More recognition from management and colleagues,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",Less hours ,Almost Never,Almost Never,Almost Never,Almost Never,Sometimes,Rarely / Not very often,No,,Yes,Too much work.,In a negative way,
6707811721,169394296,02/21/2018 12:12:04 AM,02/21/2018 12:12:44 AM,46.23.78.66,,,,,Male,18 - 29,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6707808616,169394296,02/21/2018 12:10:53 AM,02/21/2018 12:13:15 AM,31.185.176.244,,,,,Male,18 - 29,Employed,,Frontline Employee / Team Member,,Instant benefits like cinema and retail discounts,"Longer term benefits like life insurance, health insurance and hospital plans",More money,More recognition from management and colleagues,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,Sometimes,Rarely / Not very often,Sometimes,No,,Yes,,In a negative way,
6707808205,169394296,02/20/2018 11:24:22 PM,02/21/2018 12:10:52 AM,92.40.248.105,,,,,Male,18 - 29,Employed,,,,,,,,,,,,,,,,,,,,,
6707808017,169394296,02/21/2018 12:10:31 AM,02/21/2018 12:55:54 AM,80.42.21.50,,,,,Male,30 - 49,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,Instant benefits like cinema and retail discounts,,More money,More recognition from management and colleagues,,,Rarely / Not very often,Sometimes,Sometimes,Most of the time,Quite often,Quite often,No,,Yes,Off work sick for two months,Not at all,
6707796919,169394296,02/21/2018 12:04:47 AM,02/21/2018 12:11:35 AM,2.120.24.193,,,,,Male,30 - 49,Employed,,Frontline Employee / Team Member,,,,More money,More recognition from management and colleagues,,More stretch in my role.,Rarely / Not very often,Rarely / Not very often,Sometimes,Quite often,Quite often,Rarely / Not very often,Yes,Finally some clarity from above regarding direction of company. Hopefully I can get some clarity about my own role.,Yes,"There has been a lot uncertainty regarding the vision, strategy and structure of our business. This has led to a level of disengagement and frustration.",I don't know,
6707795047,169394296,02/20/2018 07:20:16 PM,02/21/2018 12:04:54 AM,5.80.46.117,,,,,Male,30 - 49,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,,"Longer term benefits like life insurance, health insurance and hospital plans",More money,More recognition from management and colleagues,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Quite often,Sometimes,Sometimes,Sometimes,Quite often,Rarely / Not very often,No,,Yes,Poor management ,In a negative way,
6707787281,169394296,02/20/2018 11:59:32 PM,02/21/2018 12:02:42 AM,81.151.118.33,,,,,Male,30 - 49,Employed,,Team Leader / Manager,,,,More money,,,,Quite often,Quite often,Quite often,Quite often,Quite often,Quite often,No,,Yes,"Constant restructure, stagnant wages.",In a negative way,
6707786175,169394296,02/20/2018 11:59:20 PM,02/21/2018 12:01:07 AM,2.122.96.119,,,,,Male,18 - 29,Employed,,Frontline Employee / Team Member,,Instant benefits like cinema and retail discounts,,More money,More recognition from management and colleagues,,,Almost Never,Rarely / Not very often,Sometimes,Sometimes,Rarely / Not very often,Sometimes,No,,No,,I don't know,
6707783014,169394296,02/20/2018 11:57:33 PM,02/21/2018 12:00:21 AM,31.205.21.137,,,,,Male,18 - 29,Employed,,Team Leader / Manager,,Instant benefits like cinema and retail discounts,"Longer term benefits like life insurance, health insurance and hospital plans",More money,More recognition from management and colleagues,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Sometimes,Quite often,Quite often,Most of the time,Quite often,Most of the time,Yes,Promotion ,Yes,Team conflict ,Other (please specify),EU citizens make up a lot of my team. 
6707779466,169394296,02/20/2018 11:55:26 PM,02/20/2018 11:58:13 PM,79.65.195.143,,,,,Male,30 - 49,Employed,,Frontline Employee / Team Member,,,,More money,More recognition from management and colleagues,,,Sometimes,Sometimes,Rarely / Not very often,Sometimes,Sometimes,Most of the time,No,,No,,I don't know,
6707779268,169394296,02/20/2018 11:55:53 PM,02/20/2018 11:57:54 PM,2.24.150.64,,,,,Male,18 - 29,Employed,,Frontline Employee / Team Member,,,"Longer term benefits like life insurance, health insurance and hospital plans",More money,,,,Quite often,Quite often,Sometimes,Rarely / Not very often,Rarely / Not very often,Quite often,No,,No,,Other (please specify),Hard to say I work in a cement works so will see how the building trade goes on. I voted to leave by the way. 
6707776205,169394296,02/20/2018 11:53:44 PM,02/20/2018 11:57:37 PM,94.8.83.60,,,,,Male,30 - 49,Employed,,Director / Company Owner,,,,,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,Quite often,Sometimes,Rarely / Not very often,No,,Yes,Redundancies at work,I don't know,
6707773642,169394296,02/20/2018 11:52:42 PM,02/20/2018 11:54:47 PM,81.105.247.182,,,,,Male,30 - 49,Self-Employed,,Director / Company Owner,,,,More money,,,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,No,,No,,Not at all,
6707771828,169394296,02/20/2018 11:51:55 PM,02/20/2018 11:54:04 PM,86.149.243.150,,,,,Male,30 - 49,Employed,,Other (please specify),Street fundraiser ,,"Longer term benefits like life insurance, health insurance and hospital plans",,More recognition from management and colleagues,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Quite often,Yes,I changed jobs.,No,,Not at all,
6707768092,169394296,02/20/2018 11:50:11 PM,02/20/2018 11:50:21 PM,188.29.165.92,,,,,Male,18 - 29,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6707761414,169394296,02/20/2018 11:46:37 PM,02/20/2018 11:47:03 PM,188.74.65.6,,,,,Male,18 - 29,Other,Student,,,,,,,,,,,,,,,,,,,,
6707753787,169394296,02/20/2018 11:42:48 PM,02/20/2018 11:43:13 PM,80.43.203.30,,,,,Male,18 - 29,Employed,,,,,,,,,,,,,,,,,,,,,
6707747046,169394296,02/20/2018 11:39:39 PM,02/20/2018 11:39:54 PM,86.161.198.199,,,,,Male,30 - 49,Employed,,,,,,,,,,,,,,,,,,,,,
6707725991,169394296,02/20/2018 11:29:07 PM,02/20/2018 11:29:26 PM,178.78.95.118,,,,,Male,18 - 29,Employed,,,,,,,,,,,,,,,,,,,,,
6707716810,169394296,02/20/2018 11:24:30 PM,02/20/2018 11:27:17 PM,83.137.1.203,,,,,Male,30 - 49,Employed,,Frontline Employee / Team Member,,,,More money,,,,Rarely / Not very often,Sometimes,Sometimes,Most of the time,Rarely / Not very often,Most of the time,No,,No,,I don't know,
6707703224,169394296,02/20/2018 11:15:49 PM,02/20/2018 11:18:58 PM,188.29.164.113,,,,,Male,18 - 29,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6707687356,169394296,02/20/2018 11:11:23 PM,02/20/2018 11:13:55 PM,82.132.225.252,,,,,Male,18 - 29,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,,"Longer term benefits like life insurance, health insurance and hospital plans",More money,,,,Sometimes,Rarely / Not very often,Sometimes,Quite often,Sometimes,Most of the time,No,,No,,In a negative way,
6707681275,169394296,02/20/2018 11:08:36 PM,02/20/2018 11:11:35 PM,135.196.106.98,,,,,Male,30 - 49,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,,"Longer term benefits like life insurance, health insurance and hospital plans",More money,More recognition from management and colleagues,,,Sometimes,Most of the time,Quite often,Most of the time,Most of the time,Sometimes,Yes,Smile in a patient's face after being reassured about their condition,Yes,"Excesive workload, never ending with not enough resources to manage",In a negative way,
